"original canceled date","resurrected canceled date","original created date","resurrected created date","original end date","resurrected end date","original next charge date","resurrected next charge date","original plan","resurrected plan","days to resurrection",student_id,"original subscription ID","resurrected subscription ID"
"2021-09-25 00:00:00","2021-10-30 00:00:00","2021-08-26 06:40:50","2021-09-29 05:59:56","2021-09-26 00:00:00","2021-10-29 00:00:00","2021-09-26 00:00:00","2021-10-29 00:00:00",monthly,monthly,3,165801,5571,5571
NULL,NULL,"2021-01-28 23:46:06","2021-10-01 03:10:22","2021-04-25 00:00:00","2022-09-05 00:00:00","2021-04-16 03:00:00","2022-09-01 00:00:00",annually,monthly,159,5554,5597,5597
NULL,NULL,"2021-01-30 02:26:09","2021-10-03 21:13:15","2021-04-01 00:00:00","2022-07-07 00:00:00","2021-03-28 00:00:00","2022-07-03 00:00:00",monthly,monthly,185,143454,5607,5607
NULL,NULL,"2021-08-20 05:18:53","2021-10-04 17:23:45","2021-09-25 00:00:00","2021-11-08 00:00:00","2021-09-20 00:00:00","2021-11-04 00:00:00",annually,monthly,9,160122,5614,5614
"2021-07-17 00:00:00","2021-10-17 00:00:00","2021-07-08 16:55:39","2021-10-11 12:30:01","2021-08-08 00:00:00","2021-11-11 00:00:00","2021-08-08 00:00:00","2021-11-11 00:00:00",monthly,monthly,64,159207,5657,5657
NULL,NULL,"2021-01-28 23:46:06","2021-10-12 10:38:10","2021-05-10 00:00:00","2021-12-16 00:00:00","2021-05-01 03:00:00","2021-12-12 00:00:00",annually,monthly,155,2167,5680,5680
NULL,NULL,"2021-01-28 23:44:53","2021-10-13 06:26:33","2021-10-11 00:00:00","2022-10-22 00:00:00","2021-10-02 03:00:00","2022-10-13 00:00:00",annually,annually,2,3857,5686,5686
"2021-07-03 00:00:00","2021-11-16 00:00:00","2021-06-10 15:58:14","2021-10-15 01:34:00","2021-07-10 00:00:00","2021-12-15 00:00:00","2021-07-10 00:00:00","2021-12-15 00:00:00",monthly,monthly,97,157202,5702,5702
NULL,NULL,"2021-08-05 09:55:10","2021-10-15 09:58:05","2021-10-09 00:00:00","2022-01-19 00:00:00","2021-10-05 00:00:00","2022-01-15 00:00:00",annually,annually,6,162207,5706,5706
NULL,"2021-11-25 00:00:00","2021-01-28 23:46:34","2021-10-15 12:07:34","2021-10-13 00:00:00","2021-12-15 00:00:00","2021-10-09 00:00:00","2021-12-15 00:00:00",monthly,monthly,2,6656,5708,5708
NULL,"2022-05-27 00:00:00","2021-04-10 18:02:41","2021-10-26 07:54:47","2021-07-20 00:00:00","2022-11-26 00:00:00","2021-07-10 00:00:00","2022-11-26 00:00:00",monthly,annually,98,3272,5734,5734
"2021-03-18 00:00:00","2022-09-07 00:00:00","2021-03-18 15:39:22","2021-11-01 22:52:29","2021-03-22 00:00:00","2022-11-01 00:00:00","2022-03-18 00:00:00","2022-11-01 00:00:00",annually,annually,224,147116,5745,5745
"2021-09-06 00:00:00","2021-11-07 00:00:00","2021-08-06 18:29:58","2021-11-06 15:13:51","2021-10-06 00:00:00","2021-12-06 00:00:00","2021-10-06 00:00:00","2021-12-06 00:00:00",monthly,monthly,31,151556,5750,5750
"2021-03-17 00:00:00",NULL,"2021-01-28 23:46:06","2021-11-22 19:24:12","2021-04-15 00:00:00",NULL,"2021-04-15 03:00:00","2023-02-22 00:00:00",annually,annually,221,3577,5871,5871
"2021-07-06 00:00:00",NULL,"2021-04-07 19:31:15","2021-11-24 01:51:15","2021-07-07 00:00:00",NULL,"2021-07-07 00:00:00","2023-11-24 00:00:00",monthly,annually,140,2591,5985,5985
"2021-09-14 00:00:00","2022-03-02 00:00:00","2021-07-16 01:25:07","2021-11-24 02:53:17","2021-09-16 00:00:00","2022-03-24 00:00:00","2021-09-16 00:00:00","2022-03-24 00:00:00",monthly,monthly,69,160562,5990,5990
"2021-08-08 00:00:00","2022-08-23 00:00:00","2021-01-28 23:44:53","2021-11-24 17:39:23","2021-09-07 00:00:00","2022-11-24 00:00:00","2021-09-07 03:00:00","2022-11-24 00:00:00",annually,annually,78,1928,6041,6041
NULL,NULL,"2021-01-28 23:44:53","2021-11-24 17:48:59","2021-10-10 00:00:00",NULL,"2021-10-01 03:00:00","2023-11-24 00:00:00",annually,annually,45,4054,6042,6042
NULL,NULL,"2021-01-28 23:46:06","2021-11-25 19:26:32","2021-04-26 00:00:00","2022-12-04 00:00:00","2021-04-17 03:00:00","2022-11-25 00:00:00",annually,annually,213,1235,6124,6124
"2021-04-10 00:00:00",NULL,"2021-01-28 23:46:06","2021-11-25 20:19:39","2021-04-17 00:00:00","2022-12-04 00:00:00","2021-04-17 03:00:00","2022-11-25 00:00:00",annually,annually,222,5749,6127,6127
"2021-04-09 00:00:00","2022-11-23 00:00:00","2021-01-28 23:46:06","2021-11-25 21:11:37","2021-04-16 00:00:00","2022-11-25 00:00:00","2021-04-16 03:00:00","2022-11-25 00:00:00",annually,annually,223,11793,6129,6129
"2021-04-12 00:00:00","2021-12-29 00:00:00","2021-01-28 23:46:06","2021-11-26 12:57:23","2021-04-15 00:00:00","2022-01-26 00:00:00","2021-04-15 03:00:00","2022-01-26 00:00:00",annually,monthly,225,1867,6171,6171
"2021-01-22 02:00:00",NULL,"2021-01-28 23:44:53","2021-11-26 18:47:18","2021-02-11 00:00:00",NULL,"2021-02-11 02:00:00","2023-02-26 00:00:00",monthly,annually,288,1221,6207,6207
NULL,NULL,"2021-07-25 21:28:00","2021-11-27 06:49:57","2021-08-16 00:00:00",NULL,"2022-07-25 00:00:00","2023-02-27 00:00:00",annually,annually,103,27787,6268,6268
"2021-03-22 00:00:00","2023-01-09 00:00:00","2021-02-13 08:23:06","2021-11-27 06:57:16","2021-04-13 00:00:00","2023-02-27 00:00:00","2021-04-13 00:00:00","2023-02-27 00:00:00",monthly,annually,228,12284,6269,6269
"2021-05-20 00:00:00",NULL,"2021-01-28 23:44:54","2021-11-27 23:38:53","2021-05-23 00:00:00",NULL,"2021-05-23 03:00:00","2023-02-27 00:00:00",annually,annually,188,5143,6347,6347
NULL,NULL,"2021-06-24 22:13:53","2021-11-29 12:32:38","2021-10-28 00:00:00","2022-05-02 00:00:00","2021-10-24 00:00:00","2022-04-28 00:00:00",monthly,monthly,32,158105,6693,6693
NULL,NULL,"2021-01-28 23:46:06","2021-11-29 13:17:59","2021-04-28 00:00:00","2022-12-08 00:00:00","2021-04-19 03:00:00","2022-11-29 00:00:00",annually,annually,215,10690,6715,6715
"2021-09-23 00:00:00",NULL,"2021-01-28 23:44:53","2021-11-29 14:26:49","2021-09-24 00:00:00",NULL,"2021-09-24 03:00:00","2024-02-29 00:00:00",annually,annually,66,8539,6740,6740
"2021-05-29 00:00:00","2022-11-29 00:00:00","2021-05-29 19:07:41","2021-11-29 16:22:49","2021-06-29 00:00:00","2022-11-29 00:00:00","2021-06-29 00:00:00","2023-11-29 00:00:00",monthly,annually,153,148670,6767,6767
NULL,NULL,"2021-01-28 23:46:06","2021-11-29 17:11:45","2021-05-02 00:00:00","2022-12-08 00:00:00","2021-04-23 03:00:00","2022-11-29 00:00:00",annually,annually,211,9754,6772,6772
"2021-06-09 00:00:00",NULL,"2021-01-28 23:44:54","2021-11-29 23:25:55","2021-07-09 00:00:00",NULL,"2021-07-09 03:00:00","2023-11-29 00:00:00",annually,annually,143,5509,6798,6798
"2021-09-27 00:00:00",NULL,"2021-01-28 23:44:53","2021-11-30 21:27:41","2021-10-01 00:00:00",NULL,"2021-10-01 03:00:00","2023-11-30 00:00:00",annually,annually,60,142965,6849,6849
"2021-01-26 02:00:00",NULL,"2021-01-28 23:44:54","2021-12-01 23:49:54","2021-06-15 00:00:00",NULL,"2021-06-15 03:00:00","2023-03-01 00:00:00",annually,annually,169,1016,6957,6957
"2021-11-11 00:00:00",NULL,"2021-01-28 23:44:10","2021-12-02 04:33:27","2021-11-28 00:00:00",NULL,"2021-11-28 02:00:00","2023-12-02 00:00:00",annually,annually,4,6623,6984,6984
NULL,"2022-07-29 00:00:00","2021-01-28 23:46:06","2021-12-03 12:19:10","2021-10-20 00:00:00","2022-08-03 00:00:00","2021-10-16 00:00:00","2022-08-03 00:00:00",monthly,monthly,44,10393,7027,7027
"2021-09-20 00:00:00","2022-12-03 00:00:00","2021-08-16 21:50:54","2021-12-03 13:02:24","2021-10-16 00:00:00","2022-12-05 00:00:00","2021-10-16 00:00:00","2023-12-03 00:00:00",monthly,annually,48,163884,7028,7028
NULL,NULL,"2021-09-11 12:24:08","2021-12-05 02:30:43","2021-10-15 00:00:00","2022-02-09 00:00:00","2021-10-11 00:00:00","2022-02-05 00:00:00",monthly,monthly,51,158724,7038,7038
NULL,NULL,"2021-01-28 23:46:06","2021-12-05 03:59:08","2021-05-01 00:00:00","2022-12-14 00:00:00","2021-04-22 03:00:00","2022-12-05 00:00:00",annually,annually,218,7790,7039,7039
NULL,NULL,"2021-01-28 23:46:06","2021-12-10 02:00:17","2021-05-06 00:00:00","2022-01-14 00:00:00","2021-04-27 03:00:00","2022-01-10 00:00:00",annually,monthly,218,14463,7071,7071
NULL,"2022-01-19 00:00:00","2021-05-22 21:38:58","2021-12-18 20:53:17","2021-06-23 00:00:00","2022-02-18 00:00:00","2021-06-22 00:00:00","2022-02-18 00:00:00",monthly,monthly,178,7437,7128,7128
NULL,"2022-01-04 00:00:00","2021-05-09 17:12:00","2021-12-20 14:45:24","2021-10-11 00:00:00","2022-01-20 00:00:00","2022-10-09 00:00:00","2022-01-20 00:00:00",annually,monthly,70,152766,7137,7137
"2021-10-17 00:00:00","2022-01-31 00:00:00","2021-04-10 07:33:32","2022-01-06 11:18:17","2021-10-18 00:00:00","2022-02-06 00:00:00","2022-10-10 00:00:00","2022-02-06 00:00:00",annually,monthly,80,148786,7278,7278
NULL,"2022-04-27 00:00:00","2021-01-28 23:44:10","2022-01-06 18:35:14","2021-12-11 00:00:00","2022-05-06 00:00:00","2021-12-02 02:00:00","2022-05-06 00:00:00",annually,monthly,26,4160,7280,7280
NULL,NULL,"2021-08-19 07:04:25","2022-01-07 12:24:03","2021-12-23 00:00:00","2022-02-11 00:00:00","2021-12-19 00:00:00","2022-02-07 00:00:00",monthly,monthly,15,164356,7283,7283
"2021-10-16 00:00:00",NULL,"2021-01-28 23:44:54","2022-01-11 17:43:38","2021-10-14 00:00:00","2023-01-20 00:00:00","2021-10-14 00:00:00","2023-01-11 00:00:00",annually,annually,89,8095,7326,7326
NULL,NULL,"2021-01-28 23:46:06","2022-01-12 19:49:41","2021-05-13 00:00:00","2023-01-21 00:00:00","2021-05-04 03:00:00","2023-01-12 00:00:00",annually,annually,244,2555,7345,7345
"2021-06-30 00:00:00",NULL,"2021-06-03 09:57:09","2022-01-13 10:05:53","2021-07-01 00:00:00","2022-02-13 00:00:00","2022-06-03 00:00:00","2022-02-13 00:00:00",annually,monthly,196,156716,7349,7349
NULL,NULL,"2021-01-28 23:44:10","2022-01-14 13:21:51","2021-12-12 00:00:00","2023-01-23 00:00:00","2021-12-03 02:00:00","2023-01-14 00:00:00",annually,annually,33,1426,7358,7358
"2021-11-27 00:00:00",NULL,"2021-01-28 23:44:10","2022-01-16 20:27:04","2021-11-26 00:00:00","2022-02-20 00:00:00","2021-11-26 02:00:00","2022-02-16 00:00:00",annually,monthly,51,7538,7381,7381
"2021-07-22 00:00:00",NULL,"2021-02-22 00:52:31","2022-01-17 19:40:37","2021-07-22 00:00:00",NULL,"2021-07-22 00:00:00","2024-01-17 00:00:00",monthly,annually,179,145311,7394,7394
NULL,"2022-04-18 00:00:00","2021-04-29 12:18:05","2022-01-20 21:52:13","2021-12-03 00:00:00","2022-04-20 00:00:00","2021-11-29 00:00:00","2022-04-20 00:00:00",monthly,monthly,48,151575,7458,7458
"2021-08-07 00:00:00","2022-11-28 00:00:00","2021-01-28 23:44:53","2022-01-23 11:45:01","2021-09-07 00:00:00","2023-01-23 00:00:00","2021-09-07 03:00:00","2023-01-23 00:00:00",annually,annually,138,13006,7502,7502
NULL,NULL,"2021-01-28 23:44:10","2022-01-26 11:53:31","2021-12-12 00:00:00",NULL,"2021-12-03 02:00:00","2023-01-26 00:00:00",annually,annually,45,3852,7573,7573
"2021-11-29 00:00:00",NULL,"2021-01-28 23:44:10","2022-01-26 17:34:24","2021-11-30 00:00:00",NULL,"2021-11-30 02:00:00","2024-01-26 00:00:00",annually,annually,57,7142,7582,7582
"2021-03-16 00:00:00",NULL,"2021-01-28 23:46:06","2022-01-27 03:51:52","2021-04-22 00:00:00",NULL,"2021-04-22 03:00:00","2023-06-17 00:00:00",annually,annually,280,1581,7598,7598
"2021-11-28 00:00:00",NULL,"2021-01-28 23:44:10","2022-01-27 06:02:36","2021-11-28 00:00:00",NULL,"2021-11-28 02:00:00","2023-04-27 00:00:00",annually,annually,60,7329,7600,7600
"2021-12-03 00:00:00","2022-02-18 00:00:00","2021-01-28 23:44:53","2022-01-28 16:03:28","2021-12-09 00:00:00","2022-02-28 00:00:00","2021-12-09 00:00:00","2022-02-28 00:00:00",annually,monthly,50,987,7695,7695
NULL,NULL,"2021-01-28 23:44:10","2022-02-01 10:48:48","2022-01-30 00:00:00",NULL,"2022-01-21 02:00:00","2023-02-01 00:00:00",annually,annually,2,1538,7712,7712
NULL,NULL,"2021-07-05 18:15:26","2022-02-05 17:18:44","2021-11-09 00:00:00","2022-03-09 00:00:00","2021-11-05 00:00:00","2022-03-05 00:00:00",annually,monthly,88,159101,7749,7749
"2021-05-22 00:00:00","2022-03-20 05:50:28","2021-01-28 23:44:10","2022-02-10 03:16:38","2021-06-06 00:00:00","2022-04-10 03:21:01","2021-06-06 00:00:00","2022-03-10 03:16:38",monthly,monthly,249,3728,7804,7804
"2021-02-12 00:00:00",NULL,"2021-02-12 16:08:43","2022-02-14 15:26:18","2022-02-12 00:00:00",NULL,"2022-02-12 00:00:00","2023-02-14 15:26:18",annually,annually,2,144644,7834,7834
"2021-03-25 00:00:00",NULL,"2021-01-28 23:46:34","2022-02-14 17:23:19","2021-04-01 00:00:00",NULL,"2021-04-01 03:00:00","2023-02-14 17:23:19",annually,annually,319,3236,7836,7836
"2021-03-29 00:00:00",NULL,"2021-01-28 23:46:34","2022-02-14 18:35:42","2021-04-05 00:00:00",NULL,"2021-04-05 03:00:00","2023-02-14 18:35:42",annually,annually,315,10422,7837,7837
"2021-08-12 00:00:00",NULL,"2021-01-28 23:44:53","2022-02-14 18:57:32","2021-08-30 00:00:00",NULL,"2021-08-30 03:00:00","2023-02-14 18:57:32",annually,annually,168,3984,7838,7838
NULL,NULL,"2021-01-28 23:44:53","2022-02-15 13:05:29","2022-02-06 00:00:00",NULL,"2022-02-02 00:00:00","2023-02-15 13:05:29",monthly,annually,9,5955,7852,7852
NULL,NULL,"2021-01-30 15:47:35","2022-02-16 14:28:09","2022-02-01 00:00:00",NULL,"2022-01-30 00:00:00","2023-02-16 14:28:09",annually,annually,15,143510,7864,7864
NULL,NULL,"2021-01-28 23:44:10","2022-02-16 15:37:18","2021-12-05 00:00:00",NULL,"2021-12-04 02:00:00","2023-02-16 15:37:18",annually,annually,73,6773,7866,7866
NULL,NULL,"2021-01-28 23:44:10","2022-02-16 16:33:34","2021-11-30 00:00:00",NULL,"2021-11-21 02:00:00","2023-02-16 16:33:34",annually,annually,78,4795,7868,7868
NULL,NULL,"2021-06-29 09:41:23","2022-02-16 19:52:31","2021-09-02 00:00:00",NULL,"2021-08-29 00:00:00","2023-02-16 19:52:31",monthly,annually,167,158463,7873,7873
NULL,NULL,"2021-01-28 23:44:10","2022-02-16 20:44:03","2022-01-30 00:00:00",NULL,"2022-01-21 02:00:00","2023-02-16 20:44:03",annually,annually,17,1809,7874,7874
NULL,NULL,"2021-01-28 23:44:10","2022-02-16 22:45:08","2022-01-21 00:00:00",NULL,"2023-01-21 00:00:00","2023-02-16 22:45:08",annually,annually,26,1754,7875,7875
"2021-03-19 00:00:00",NULL,"2021-01-28 23:46:06","2022-02-17 03:00:33","2021-04-18 00:00:00",NULL,"2021-04-18 03:00:00","2023-02-17 03:00:33",annually,annually,305,6618,7876,7876
"2021-11-29 00:00:00",NULL,"2021-01-28 23:44:10","2022-02-17 04:16:09","2022-01-14 00:00:00",NULL,"2022-01-14 02:00:00","2023-02-17 04:16:09",annually,annually,34,2741,7878,7878
"2021-08-24 00:00:00","2022-12-16 09:37:58","2021-01-28 23:44:53","2022-02-17 06:07:34","2021-09-24 00:00:00","2023-02-17 06:07:34","2021-09-24 03:00:00","2023-02-17 06:07:34",annually,annually,146,5389,7880,7880
"2021-10-07 00:00:00",NULL,"2021-01-28 23:44:54","2022-02-17 06:09:42","2021-10-08 00:00:00",NULL,"2021-10-08 00:00:00","2023-02-17 06:09:42",annually,annually,132,5774,7881,7881
NULL,NULL,"2021-01-28 23:46:06","2022-02-17 06:42:44","2021-04-30 00:00:00",NULL,"2021-04-21 03:00:00","2023-02-17 06:42:44",annually,annually,293,22364,7882,7882
"2021-02-11 00:00:00",NULL,"2021-01-28 23:44:10","2022-02-17 07:29:58","2021-12-04 00:00:00",NULL,"2021-12-04 02:00:00","2023-02-17 07:29:58",annually,annually,75,6726,7885,7885
"2021-09-18 00:00:00",NULL,"2021-01-28 23:44:53","2022-02-17 11:28:57","2021-09-12 00:00:00",NULL,"2021-09-12 03:00:00","2023-02-17 11:28:57",annually,annually,158,4884,7890,7890
"2021-03-22 00:00:00",NULL,"2021-01-28 23:46:34","2022-02-17 12:05:03","2021-03-26 00:00:00",NULL,"2021-03-26 02:00:00","2023-02-17 12:05:03",annually,annually,328,13478,7891,7891
NULL,NULL,"2021-03-06 23:53:37","2022-02-17 12:22:45","2021-05-10 00:00:00",NULL,"2021-05-06 00:00:00","2023-02-17 12:22:45",monthly,annually,283,1923,7893,7893
NULL,NULL,"2021-01-28 23:44:10","2022-02-17 14:09:48","2021-12-12 00:00:00",NULL,"2021-12-03 02:00:00","2023-02-17 14:09:48",annually,annually,67,5254,7895,7895
"2021-11-17 00:00:00","2022-03-09 15:15:06","2021-01-28 23:44:10","2022-03-09 15:05:14","2022-01-14 00:00:00",NULL,"2022-01-14 02:00:00","2023-03-09 15:05:14",annually,annually,54,3115,8063,8063
NULL,NULL,"2021-01-28 23:44:10","2022-03-13 15:43:36","2022-03-10 00:00:00",NULL,"2022-03-01 00:00:00","2023-03-13 15:43:36",annually,annually,3,3423,8101,8101
NULL,NULL,"2021-09-03 10:58:40","2022-03-15 12:04:06","2022-02-07 00:00:00",NULL,"2022-02-03 00:00:00","2023-02-15 12:04:06",monthly,monthly,36,160960,8118,8118
"2021-06-30 00:00:00","2022-05-02 23:35:15","2021-01-28 23:44:54","2022-03-20 22:54:56","2021-07-13 00:00:00","2022-05-20 23:01:13","2021-07-13 03:00:00","2022-04-20 22:54:56",annually,monthly,250,4435,8167,8167
"2021-12-21 00:00:00","2022-03-23 14:54:26","2021-01-28 23:44:53","2022-03-23 14:48:28","2021-12-27 00:00:00","2022-03-25 09:48:12","2021-12-26 00:00:00","2023-03-23 14:48:28",annually,annually,86,4231,8196,8196
"2021-09-23 00:00:00",NULL,"2021-08-28 09:30:34","2022-03-24 01:56:08","2021-09-28 00:00:00","2022-03-30 06:50:56","2021-09-28 00:00:00","2023-03-24 01:56:08",monthly,annually,177,157613,8203,8203
NULL,NULL,"2021-01-28 23:44:54","2022-03-24 12:07:02","2021-07-28 00:00:00",NULL,"2021-06-30 03:00:00","2023-03-24 12:07:02",annually,annually,239,4784,8210,8210
NULL,NULL,"2021-01-28 23:46:34","2022-03-27 15:51:56","2021-04-20 00:00:00",NULL,"2021-04-11 03:00:00","2023-03-27 15:51:56",annually,annually,341,1019,8259,8259
"2021-02-16 00:00:00",NULL,"2021-01-28 23:46:34","2022-03-28 17:42:07","2021-02-23 00:00:00",NULL,"2021-02-23 02:00:00","2023-03-28 17:42:07",annually,annually,398,1521,8273,8273
"2021-02-07 00:00:00",NULL,"2021-01-28 23:44:10","2022-03-31 01:17:16","2022-01-14 00:00:00",NULL,"2022-01-14 02:00:00","2023-03-31 01:17:16",annually,annually,76,2840,8373,8373
"2021-02-08 00:00:00",NULL,"2021-01-28 23:46:34","2022-03-31 02:30:20","2022-02-24 00:00:00",NULL,"2022-02-15 00:00:00","2023-11-30 02:05:34",annually,annually,35,5325,8379,8379
NULL,NULL,"2021-01-28 23:46:06","2022-03-31 05:09:07","2021-04-27 00:00:00",NULL,"2021-04-18 03:00:00","2023-03-31 05:09:07",annually,annually,338,1306,8391,8391
"2021-01-04 02:00:00",NULL,"2021-01-28 23:44:10","2022-04-02 06:42:37","2021-02-03 00:00:00","2022-05-15 07:21:01","2021-02-03 02:00:00","2022-05-02 06:42:37",monthly,monthly,423,4011,8414,8414
NULL,NULL,"2021-02-03 05:28:58","2022-04-02 08:03:42","2022-02-12 00:00:00",NULL,"2022-02-03 00:00:00","2023-04-02 08:03:42",annually,annually,49,143799,8415,8415
NULL,NULL,"2021-01-28 23:44:10","2022-04-05 15:36:13","2021-12-04 00:00:00",NULL,"2021-11-25 02:00:00","2023-04-05 15:36:13",annually,annually,122,1046,8437,8437
"2022-01-11 00:00:00","2022-04-09 19:36:22","2021-03-22 17:44:56","2022-04-09 19:34:36","2022-03-22 00:00:00","2022-05-09 19:41:13","2022-03-22 00:00:00","2022-05-09 19:34:36",annually,monthly,18,147448,8482,8482
"2021-06-16 00:00:00",NULL,"2021-02-26 14:20:11","2022-04-12 15:09:50","2021-06-26 00:00:00","2022-05-25 15:40:42","2021-06-26 00:00:00","2022-05-12 15:09:50",monthly,monthly,290,144912,8507,8507
"2021-11-29 00:00:00",NULL,"2021-01-28 23:44:53","2022-04-13 22:40:14","2021-12-30 00:00:00","2022-10-26 23:20:37","2021-12-30 00:00:00","2022-10-13 22:40:14",annually,monthly,104,7873,8526,8526
"2021-11-18 00:00:00",NULL,"2021-01-28 23:44:10","2022-04-14 11:46:49","2021-11-27 00:00:00",NULL,"2021-11-27 02:00:00","2023-04-14 11:46:49",annually,annually,138,6862,8533,8533
"2022-03-29 00:00:00",NULL,"2021-01-28 23:44:10","2022-04-25 15:40:49","2022-04-14 00:00:00","2022-06-07 16:21:01","2022-04-14 00:00:00","2022-05-25 15:40:49",annually,monthly,11,2737,8612,8612
"2022-04-10 00:00:00","2022-05-24 13:26:58","2021-01-28 23:44:10","2022-05-06 10:33:59","2022-04-11 00:00:00","2022-05-25 05:46:05","2022-04-11 00:00:00","2023-05-06 10:33:59",annually,annually,25,840,8696,8696
NULL,"2022-06-07 17:07:58","2021-01-28 23:46:06","2022-05-07 16:09:44","2022-05-02 00:00:00","2022-07-07 16:22:36","2022-04-23 00:00:00","2022-07-07 16:09:44",annually,monthly,5,969,8703,8703
NULL,NULL,"2021-04-30 08:52:22","2022-05-11 16:12:20","2022-05-09 00:00:00",NULL,"2022-04-30 00:00:00","2023-05-11 16:12:20",annually,annually,2,151694,8731,8731
"2021-04-28 00:00:00","2022-06-09 20:48:05","2021-01-28 23:44:54","2022-05-12 21:58:56","2021-05-28 00:00:00","2022-06-12 22:01:02","2021-05-28 03:00:00","2022-06-12 21:58:56",annually,monthly,349,15743,8743,8743
"2021-07-16 00:00:00","2022-07-06 09:58:05","2021-05-26 16:06:13","2022-05-17 06:59:20","2021-07-26 00:00:00","2022-07-17 07:00:31","2021-07-26 00:00:00","2022-07-17 06:59:20",monthly,monthly,295,156057,8774,8774
"2022-03-27 00:00:00",NULL,"2021-04-11 15:46:28","2022-05-22 16:24:20","2022-04-11 00:00:00",NULL,"2022-04-11 00:00:00","2023-05-22 16:24:20",annually,annually,41,148825,8825,8825
